DD.%.Enter,807,DD.%.Enter,688,DD.%.Enter,939,DD.%.Enter,622,DD.^.Backspace,1035,DD.%.Enter,653,DD.%.Enter,803,DD.%.Enter,622,DD.%.Enter,1308,DD.%.Enter,458,DD.%.Enter,439,DD.%.Enter,446,DD.%.Enter,392,DD.%.Enter,397,DD.%.Enter,432,DD.%.Enter,477,DD.%.Enter,457,DD.%.Enter,514,DD.%.Enter,404,DD.%.Enter,584,DD.%.Enter,364,DD.%.Enter,375,DD.R.o,6502,DD.%.Enter,403,DD.%.Enter,444,DD.%.Enter,363,DD.%.Enter,902,DD.%.Enter,351,DD.%.Enter,360,DD.%.Enter,465,DD.%.Enter,382,DD.%.Enter,371,DD.%.Enter,341,DD.%.Enter,415,DD.%.Enter,335,DD.%.Enter,403,DD.%.Enter,391,DD.%.Enter,364,DD.%.Enter,361,DD.%.Enter,701,DD.%.Enter,391,DD.%.Enter,365,DD.%.Enter,381,DD.%.Enter,439,DD.%.Enter,359,DD.%.Enter,358,DD.%.Enter,437,DD.%.Enter,430,DD.%.Enter,1025,DD.%.Enter,448,DD.%.Enter,378,DD.%.Enter,373,DD.%.Enter,485,DD.1.5,218,DD.%.Enter,375,DD.%.Enter,357,DD.%.Enter,367,DD.%.Enter,951,DD.%.Enter,393,DD.@.Backspace,786,DD.%.Enter,423,DD.%.Enter,436,DD.%.Enter,509,DD.%.Enter,920,DD.%.Enter,388,DD.%.Enter,345,DD.%.Enter,378,DD.%.Enter,362,DD.%.Enter,406,DD.%.Enter,185,DD.%.Enter,211,DD.%.Enter,202,DD.%.Enter,186,DD.%.Enter,212,DD.%.Enter,250,DD.%.Enter,176,DD.%.Enter,196,DD.%.Enter,222,,,,
UD.%.Enter,710,UD.%.Enter,585,UD.%.Enter,859,UD.%.Enter,541,UD.^.Backspace,896,UD.%.Enter,544,UD.%.Enter,706,UD.%.Enter,529,UD.%.Enter,1209,UD.%.Enter,345,UD.%.Enter,327,UD.%.Enter,357,UD.%.Enter,290,UD.%.Enter,282,UD.%.Enter,338,UD.%.Enter,359,UD.%.Enter,340,UD.%.Enter,422,UD.%.Enter,297,UD.%.Enter,455,UD.%.Enter,256,UD.%.Enter,273,UD.R.o,6358,UD.%.Enter,302,UD.%.Enter,326,UD.%.Enter,268,UD.%.Enter,796,UD.%.Enter,242,UD.%.Enter,242,UD.%.Enter,353,UD.%.Enter,275,UD.%.Enter,263,UD.%.Enter,235,UD.%.Enter,302,UD.%.Enter,233,UD.%.Enter,290,UD.%.Enter,271,UD.%.Enter,252,UD.%.Enter,254,UD.%.Enter,610,UD.%.Enter,285,UD.%.Enter,264,UD.%.Enter,274,UD.%.Enter,328,UD.%.Enter,253,UD.%.Enter,261,UD.%.Enter,324,UD.%.Enter,318,UD.%.Enter,951,UD.%.Enter,341,UD.%.Enter,264,UD.%.Enter,274,UD.%.Enter,373,UD.1.5,154,UD.%.Enter,263,UD.%.Enter,252,UD.%.Enter,258,UD.%.Enter,848,UD.%.Enter,298,UD.@.Backspace,673,UD.%.Enter,311,UD.%.Enter,347,UD.%.Enter,398,UD.%.Enter,775,UD.%.Enter,287,UD.%.Enter,244,UD.%.Enter,287,UD.%.Enter,254,UD.%.Enter,294,UD.%.Enter,97,UD.%.Enter,98,UD.%.Enter,75,UD.%.Enter,51,UD.%.Enter,89,UD.%.Enter,90,UD.%.Enter,58,UD.%.Enter,75,UD.%.Enter,102,,,,
H.Enter,136,H.Enter,129,H.Enter,124,H.Enter,124,H.Backspace,91,H.Enter,106,H.Enter,144,H.Enter,132,H.Enter,117,H.Enter,97,H.Enter,113,H.Enter,86,H.Enter,86,H.Enter,103,H.Enter,98,H.Enter,101,H.Enter,91,H.Enter,97,H.Enter,85,H.Enter,99,H.Enter,101,H.Enter,100,H.o,135,H.Enter,96,H.Enter,98,H.Enter,108,H.Enter,112,H.Enter,104,H.Enter,96,H.Enter,101,H.Enter,97,H.Enter,98,H.Enter,99,H.Enter,93,H.Enter,86,H.Enter,94,H.Enter,91,H.Enter,97,H.Enter,83,H.Enter,87,H.Enter,91,H.Enter,96,H.Enter,91,H.Enter,96,H.Enter,85,H.Enter,98,H.Enter,101,H.Enter,91,H.Enter,107,H.Enter,86,H.Enter,96,H.Enter,107,H.Enter,97,H.5,124,H.Enter,86,H.Enter,88,H.Enter,91,H.Enter,97,H.Enter,102,H.Backspace,135,H.Enter,96,H.Enter,102,H.Enter,97,H.Enter,107,H.Enter,102,H.Enter,85,H.Enter,91,H.Enter,108,H.Enter,91,H.Enter,135,H.Enter,112,H.Enter,75,H.Enter,96,H.Enter,81,H.Enter,96,H.Enter,128,H.Enter,107,H.Enter,113,,,,
DD.Enter.A,1071,DD.Enter.A,756,DD.Enter.A,901,DD.Enter.A,294,DD.Backspace.%,1094,DD.Enter.A,1077,DD.Enter.A,824,DD.Enter.A,869,DD.Enter.A,774,DD.Enter.A,827,DD.Enter.A,472,DD.Enter.A,391,DD.Enter.A,425,DD.Enter.A,444,DD.Enter.A,349,DD.Enter.A,848,DD.Enter.A,351,DD.Enter.A,519,DD.Enter.A,423,DD.Enter.A,332,DD.Enter.A,338,DD.Enter.A,327,DD.o.%,251,DD.Enter.A,416,DD.Enter.A,370,DD.Enter.A,325,DD.Enter.A,623,DD.Enter.A,357,DD.Enter.A,329,DD.Enter.A,361,DD.Enter.A,328,DD.Enter.A,298,DD.Enter.A,380,DD.Enter.A,674,DD.Enter.A,339,DD.Enter.A,364,DD.Enter.A,355,DD.Enter.A,306,DD.Enter.A,355,DD.Enter.A,355,DD.Enter.A,367,DD.Enter.A,372,DD.Enter.A,375,DD.Enter.A,452,DD.Enter.A,360,DD.Enter.A,380,DD.Enter.A,491,DD.Enter.A,437,DD.Enter.A,993,DD.Enter.A,329,DD.Enter.A,322,DD.Enter.A,346,DD.Enter.A,361,DD.5.R,656,DD.Enter.A,328,DD.Enter.A,376,DD.Enter.A,335,DD.Enter.A,470,DD.Enter.A,368,DD.Backspace.%,611,DD.Enter.A,543,DD.Enter.A,530,DD.Enter.A,420,DD.Enter.A,652,DD.Enter.A,310,DD.Enter.A,293,DD.Enter.A,347,DD.Enter.A,1673,DD.Enter.A,294,DD.Enter.A,1224,DD.Enter.A,1626,DD.Enter.A,468,DD.Enter.A,362,DD.Enter.A,352,DD.Enter.A,396,DD.Enter.A,403,DD.Enter.A,366,DD.Enter.A,360,,,,
UD.Enter.A,935,UD.Enter.A,627,UD.Enter.A,777,UD.Enter.A,170,UD.Backspace.%,1003,UD.Enter.A,971,UD.Enter.A,680,UD.Enter.A,737,UD.Enter.A,657,UD.Enter.A,730,UD.Enter.A,359,UD.Enter.A,305,UD.Enter.A,339,UD.Enter.A,341,UD.Enter.A,251,UD.Enter.A,747,UD.Enter.A,260,UD.Enter.A,422,UD.Enter.A,338,UD.Enter.A,233,UD.Enter.A,237,UD.Enter.A,227,UD.o.%,116,UD.Enter.A,320,UD.Enter.A,272,UD.Enter.A,217,UD.Enter.A,511,UD.Enter.A,253,UD.Enter.A,233,UD.Enter.A,260,UD.Enter.A,231,UD.Enter.A,200,UD.Enter.A,281,UD.Enter.A,581,UD.Enter.A,253,UD.Enter.A,270,UD.Enter.A,264,UD.Enter.A,209,UD.Enter.A,272,UD.Enter.A,268,UD.Enter.A,276,UD.Enter.A,276,UD.Enter.A,284,UD.Enter.A,356,UD.Enter.A,275,UD.Enter.A,282,UD.Enter.A,390,UD.Enter.A,346,UD.Enter.A,886,UD.Enter.A,243,UD.Enter.A,226,UD.Enter.A,239,UD.Enter.A,264,UD.5.R,532,UD.Enter.A,242,UD.Enter.A,288,UD.Enter.A,244,UD.Enter.A,373,UD.Enter.A,266,UD.Backspace.%,476,UD.Enter.A,447,UD.Enter.A,428,UD.Enter.A,323,UD.Enter.A,545,UD.Enter.A,208,UD.Enter.A,208,UD.Enter.A,256,UD.Enter.A,1565,UD.Enter.A,203,UD.Enter.A,1089,UD.Enter.A,1514,UD.Enter.A,393,UD.Enter.A,266,UD.Enter.A,271,UD.Enter.A,300,UD.Enter.A,275,UD.Enter.A,259,UD.Enter.A,247,,,,
,,,,,,,,H.%,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.R,96,,,,,,,,,,,H.%,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.A,115,,,,
,,,,,,,,DD.%.Enter,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.R.o,513,,,,,,,,,,,DD.%.Enter,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,
,,,,,,,,UD.%.Enter,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.R.o,417,,,,,,,,,,,UD.%.Enter,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,
,,,,,,,,H.Enter,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.o,124,,,,,,,,,,,H.Enter,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DD.Enter.A,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Enter.A,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.o.%,191,,,,,,,,,,,DD.Enter.A,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,UD.Enter.A,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Enter.A,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.o.%,67,,,,,,,,,,,UD.Enter.A,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.%,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.%.Enter,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.%.Enter,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.Enter,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD.Enter.A,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD.Enter.A,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
